Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,48,46,2,Aug 21,,,5,,,,,Zogby
New Hampshire,4,51,43,1,Aug 21,,4,,,,,,Zogby
New Jersey,15,49,39,4,Aug 23,15,,,,,,,Quinnipiac Univ.
New Mexico,5,50,44,1,Aug 21,,5,,,,,,Zogby
New York,31,53,35,4,Aug 9,31,,,,,,,Quinnipiac Univ.
North Carolina,15,45,51,,Aug 15,,,,,,15,,Survey USA
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,44,49,1,Aug 24,,,,,,20,,LA Times
Oklahoma,7,38,57,,Aug 18,,,,,,,7,Survey USA
Oregon,7,54,43,2,Aug 21,7,,,,,,,Zogby
Pennsylvania,21,48,45,,Aug 21,,,21,,,,,Zogby & Pew
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,42,53,,Aug 18,,,,,,,8,Survey USA
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,50,48,0,Aug 21,,,11,,,,,Zogby
Texas,34,37,58,,Aug 22,,,,,,,34,Survey USA
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,49,0,Aug 22,,,,,13,,,Survey USA
Washington,11,48,43,2,Aug 23,,11,,,,,,Strategic Vision
West Virginia,5,42,49,2,Aug 21,,,,,,5,,Zogby
Wisconsin,10,44,48,0,Aug 24,,,,,10,,,LA Times
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,Jun 30,,,,,,,3,Dittman Research
Arizona,10,42,45,,Aug 22,,,,,10,,,Arizona State Univ.
Arkansas,6,47,48,1,Aug 22,,,,,6,,,Survey USA
California,55,51,42,,Aug 26,,55,,,,,,Rasmussen
Colorado,9,47,47,,Aug 19,,,,9,,,,Rasmussen
Connecticut,7,45,38,1,Aug 17,,7,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,46,46,2,Aug 25,,,,27,,,,Research 2000
Georgia,15,38,54,1,Aug 18,,,,,,,15,Strategic Vision
Hawaii,4,48,41,,Aug 3,,4,,,,,,SMS Research
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,38,,Aug 21,21,,,,,,,Market Shares
Indiana,11,40,52,,Aug 18,,,,,,,11,Bellwether Research
Iowa,7,51,45,2,Aug 26,,7,,,,,,Gallup
Kansas,6,36,56,,Jun 30,,,,,,,6,Survey USA
Kentucky,8,39,56,,Aug 15,,,,,,,8,Survey USA
Louisiana,9,36,52,,Jul 20,,,,,,,9,Market Research
Maine,4,49,44,,Aug 24,,4,,,,,,Survey USA
Maryland,10,53,42,,Aug 25,10,,,,,,,Survey USA
Massachusetts,12,56,30,3,Jul 28,12,,,,,,,Center for Public Opin.
Michigan,17,48,45,,Aug 24,,,17,,,,,Survey USA
Minnesota,10,50,45,1,Aug 21,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,44,46,,Aug 24,,,,,11,,,LA Times
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,48,46,2,Aug 21,,,5,,,,,Zogby
New Hampshire,4,51,43,1,Aug 21,,4,,,,,,Zogby
New Jersey,15,49,39,4,Aug 23,15,,,,,,,Quinnipiac Univ.
New Mexico,5,50,44,1,Aug 21,,5,,,,,,Zogby
New York,31,56,37,,Aug 26,31,,,,,,,Rasmussen
North Carolina,15,45,51,,Aug 15,,,,,,15,,Survey USA
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,44,49,1,Aug 24,,,,,,20,,LA Times
Oklahoma,7,38,57,,Aug 18,,,,,,,7,Survey USA
Oregon,7,54,43,2,Aug 21,7,,,,,,,Zogby
Pennsylvania,21,47,47,2,Aug 26,,,,21,,,,Gallup
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,42,53,,Aug 18,,,,,,,8,Survey USA
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,50,48,0,Aug 21,,,11,,,,,Zogby
Texas,34,37,58,,Aug 22,,,,,,,34,Survey USA
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,49,0,Aug 22,,,,,13,,,Survey USA
Washington,11,48,43,2,Aug 23,,11,,,,,,Strategic Vision
West Virginia,5,42,49,2,Aug 21,,,,,,5,,Zogby
Wisconsin,10,44,48,0,Aug 24,,,,,10,,,LA Times
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,35,47,2,Jun 27,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,Jun 20,,,6,,,,,Zogby
California,55,51,39,4,May 24,55,,,,,,,Field Poll
Colorado,9,43,48,3,Jun 18,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,Jun 28,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,43,43,5,Jun 27,,,,27,,,,Quinnipiac Univ.
Georgia,15,32,49,3,Jun 2,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,39,1,Jun 9,21,,,,,,,Survey USA
Indiana,11,36,52,,Jun 24,,,,,,,11,Bellwether
Iowa,7,49,47,2,Jun 20,,,7,,,,,Zogby
Kansas,6,39,57,,Mar 4,,,,,,,6,Survey USA
Kentucky,8,39,52,,Jun 8,,,,,,,8,Survey USA
Louisiana,9,42,48,,May 26,,,,,,9,,Market Research
Maine,4,44,41,5,Jun 12,,,4,,,,,Strategic Marketing
Maryland,10,52,38,,Jun 9,10,,,,,,,Gonzales Res.
Massachusetts,12,54,30,5,May 6,12,,,,,,,Univ. of Mass.
Michigan,17,40,42,5,Jun 23,,,,,17,,,Fox/Opinion Dyn.
Minnesota,10,50,45,3,Jun 20,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,48,49,1,Jun 20,,,,,11,,,Zogby
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,Jun 23,,,5,,,,,Zogby
New Hampshire,4,46,43,2,Jun 20,,,4,,,,,Zogby
New Jersey,15,46,40,7,Jun 20,,15,,,,,,Quinnipiac Univ.
New Mexico,5,50,43,1,Jun 20,,5,,,,,,Zogby
New York,31,55,36,1,Jun 14,31,,,,,,,Quinnipiac Univ.
North Carolina,15,40,46,4,Jun 16,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,43,2,Jun 23,,20,,,,,,American Res. Group
Oklahoma,7,34,53,,May 19,,,,,,,7,Wilson Research
Oregon,7,51,44,1,Jun 20,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,Jun 23,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,39,49,3,May 31,,,,,,,8,Rasmussen
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,39,57,1,Jun 20,,,,,,,11,Zogby
Texas,34,38,58,3,May 31,,,,,,,34,Rasmussen
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,47,3,May 31,,,,,13,,,Rasmussen
Washington,11,52,45,1,Jun 20,,11,,,,,,Zogby
West Virginia,5,43,49,1,Jun 20,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,Jun 23,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,35,47,2,Jun 27,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,Jun 20,,,6,,,,,Zogby
California,55,51,39,4,May 24,55,,,,,,,Field Poll
Colorado,9,43,48,3,Jun 18,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,Jun 28,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,40,,Jun 29,,27,,,,,,Rasmussen
Georgia,15,32,49,3,Jun 2,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,39,1,Jun 9,21,,,,,,,Survey USA
Indiana,11,36,52,,Jun 24,,,,,,,11,Bellwether
Iowa,7,49,47,2,Jun 20,,,7,,,,,Zogby
Kansas,6,39,57,,Mar 4,,,,,,,6,Survey USA
Kentucky,8,39,52,,Jun 8,,,,,,,8,Survey USA
Louisiana,9,42,48,,May 26,,,,,,9,,Market Research
Maine,4,44,41,5,Jun 12,,,4,,,,,Strategic Marketing
Maryland,10,52,38,,Jun 9,10,,,,,,,Gonzales Res.
Massachusetts,12,54,30,5,May 6,12,,,,,,,Univ. of Mass.
Michigan,17,51,41,,Jun 30,17,,,,,,,Survey USA
Minnesota,10,50,45,3,Jun 20,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,48,49,1,Jun 20,,,,,11,,,Zogby
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,Jun 23,,,5,,,,,Zogby
New Hampshire,4,46,43,2,Jun 20,,,4,,,,,Zogby
New Jersey,15,46,40,7,Jun 20,,15,,,,,,Quinnipiac Univ.
New Mexico,5,50,43,1,Jun 20,,5,,,,,,Zogby
New York,31,55,36,1,Jun 14,31,,,,,,,Quinnipiac Univ.
North Carolina,15,40,46,4,Jun 16,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,43,2,Jun 23,,20,,,,,,American Res. Group
Oklahoma,7,34,53,,May 19,,,,,,,7,Wilson Research
Oregon,7,51,44,1,Jun 20,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,Jun 23,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,39,49,3,May 31,,,,,,,8,Rasmussen
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,39,57,1,Jun 20,,,,,,,11,Zogby
Texas,34,38,58,3,May 31,,,,,,,34,Rasmussen
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,47,3,May 31,,,,,13,,,Rasmussen
Washington,11,43,43,4,Jun 24,,,,11,,,,Moore Information
West Virginia,5,43,49,1,Jun 20,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,Jun 23,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,35,47,2,Jun 27,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,Jun 20,,,6,,,,,Zogby
California,55,51,39,4,May 24,55,,,,,,,Field Poll
Colorado,9,43,48,3,Jun 18,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,Jun 28,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,40,,Jun 29,,27,,,,,,Rasmussen
Georgia,15,32,49,3,Jun 2,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,39,1,Jun 9,21,,,,,,,Survey USA
Indiana,11,36,52,,Jun 24,,,,,,,11,Bellwether
Iowa,7,49,47,2,Jun 20,,,7,,,,,Zogby
Kansas,6,36,56,,Jun 30,,,,,,,6,Survey USA
Kentucky,8,39,52,,Jun 8,,,,,,,8,Survey USA
Louisiana,9,42,48,,May 26,,,,,,9,,Market Research
Maine,4,44,41,5,Jun 12,,,4,,,,,Strategic Marketing
Maryland,10,52,38,,Jun 9,10,,,,,,,Gonzales Res.
Massachusetts,12,54,30,5,May 6,12,,,,,,,Univ. of Mass.
Michigan,17,51,41,,Jun 30,17,,,,,,,Survey USA
Minnesota,10,50,45,3,Jun 20,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,48,49,1,Jun 20,,,,,11,,,Zogby
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,Jun 23,,,5,,,,,Zogby
New Hampshire,4,46,43,2,Jun 20,,,4,,,,,Zogby
New Jersey,15,46,40,7,Jun 20,,15,,,,,,Quinnipiac Univ.
New Mexico,5,50,43,1,Jun 20,,5,,,,,,Zogby
New York,31,55,36,1,Jun 14,31,,,,,,,Quinnipiac Univ.
North Carolina,15,40,46,4,Jun 16,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,43,2,Jun 23,,20,,,,,,American Res. Group
Oklahoma,7,34,53,,May 19,,,,,,,7,Wilson Research
Oregon,7,51,44,1,Jun 20,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,Jun 23,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,39,49,3,May 31,,,,,,,8,Rasmussen
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,39,57,1,Jun 20,,,,,,,11,Zogby
Texas,34,38,58,3,May 31,,,,,,,34,Rasmussen
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,47,3,May 31,,,,,13,,,Rasmussen
Washington,11,43,43,4,Jun 24,,,,11,,,,Moore Information
West Virginia,5,43,49,1,Jun 20,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,Jun 23,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,35,47,2,Jun 27,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,Jun 20,,,6,,,,,Zogby
California,55,51,39,4,May 24,55,,,,,,,Field Poll
Colorado,9,43,48,3,Jun 18,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,Jun 28,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,40,,Jun 29,,27,,,,,,Rasmussen
Georgia,15,32,49,3,Jun 2,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,39,1,Jun 9,21,,,,,,,Survey USA
Indiana,11,36,52,,Jun 24,,,,,,,11,Bellwether
Iowa,7,49,47,2,Jun 20,,,7,,,,,Zogby
Kansas,6,36,56,,Jun 30,,,,,,,6,Survey USA
Kentucky,8,39,52,,Jun 8,,,,,,,8,Survey USA
Louisiana,9,42,48,,May 26,,,,,,9,,Market Research
Maine,4,44,41,5,Jun 12,,,4,,,,,Strategic Marketing
Maryland,10,52,38,,Jun 9,10,,,,,,,Gonzales Res.
Massachusetts,12,54,30,5,May 6,12,,,,,,,Univ. of Mass.
Michigan,17,47,43,3,Jun 30,,,17,,,,,SurveyUSA&Mitchell
Minnesota,10,50,45,3,Jun 20,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,48,49,1,Jun 20,,,,,11,,,Zogby
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,Jun 23,,,5,,,,,Zogby
New Hampshire,4,46,43,2,Jun 20,,,4,,,,,Zogby
New Jersey,15,46,40,7,Jun 20,,15,,,,,,Quinnipiac Univ.
New Mexico,5,50,43,1,Jun 20,,5,,,,,,Zogby
New York,31,55,36,1,Jun 14,31,,,,,,,Quinnipiac Univ.
North Carolina,15,40,46,4,Jun 16,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,45,44,3,Jun 23,,,20,,,,,American Res.&Fox
Oklahoma,7,34,53,,May 19,,,,,,,7,Wilson Research
Oregon,7,51,44,1,Jun 20,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,Jun 23,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,Jun 29,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,39,57,1,Jun 20,,,,,,,11,Zogby
Texas,34,38,58,3,May 31,,,,,,,34,Rasmussen
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,47,3,May 31,,,,,13,,,Rasmussen
Washington,11,43,43,4,Jun 24,,,,11,,,,Moore Information
West Virginia,5,43,49,1,Jun 20,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,Jun 23,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,35,47,2,Jun 27,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,Jun 20,,,6,,,,,Zogby
California,55,51,39,4,May 24,55,,,,,,,Field Poll
Colorado,9,43,48,3,Jun 18,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,Jun 28,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,40,,Jun 29,,27,,,,,,Rasmussen
Georgia,15,32,49,3,Jun 2,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,39,1,Jun 9,21,,,,,,,Survey USA
Indiana,11,36,52,,Jun 24,,,,,,,11,Bellwether
Iowa,7,49,47,2,Jun 20,,,7,,,,,Zogby
Kansas,6,36,56,,Jun 30,,,,,,,6,Survey USA
Kentucky,8,39,52,,Jun 8,,,,,,,8,Survey USA
Louisiana,9,42,48,,May 26,,,,,,9,,Market Research
Maine,4,44,41,5,Jun 12,,,4,,,,,Strategic Marketing
Maryland,10,52,38,,Jun 9,10,,,,,,,Gonzales Res.
Massachusetts,12,54,30,5,May 6,12,,,,,,,Univ. of Mass.
Michigan,17,47,43,3,Jun 30,,,17,,,,,SurveyUSA&Mitchell
Minnesota,10,50,45,3,Jun 20,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,48,49,1,Jun 20,,,,,11,,,Zogby
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,Jun 23,,,5,,,,,Zogby
New Hampshire,4,46,43,2,Jun 20,,,4,,,,,Zogby
New Jersey,15,46,40,7,Jun 20,,15,,,,,,Quinnipiac Univ.
New Mexico,5,50,43,1,Jun 20,,5,,,,,,Zogby
New York,31,55,36,1,Jun 14,31,,,,,,,Quinnipiac Univ.
North Carolina,15,40,46,4,Jun 16,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,45,44,3,Jun 23,,,20,,,,,American Res.&Fox
Oklahoma,7,34,53,,May 19,,,,,,,7,Wilson Research
Oregon,7,51,44,1,Jun 20,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,Jun 23,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,Jun 29,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,39,57,1,Jun 20,,,,,,,11,Zogby
Texas,34,38,58,3,May 31,,,,,,,34,Rasmussen
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,47,3,May 31,,,,,13,,,Rasmussen
Washington,11,43,43,4,Jun 24,,,,11,,,,Moore Information
West Virginia,5,43,49,1,Jun 20,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,Jun 23,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,35,47,2,Jun 27,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,Jun 20,,,6,,,,,Zogby
California,55,52,38,,Jun 30,55,,,,,,,Rasmussen
Colorado,9,43,48,3,Jun 18,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,Jun 28,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,40,,Jun 29,,27,,,,,,Rasmussen
Georgia,15,32,49,3,Jun 2,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,39,1,Jun 9,21,,,,,,,Survey USA
Indiana,11,36,52,,Jun 24,,,,,,,11,Bellwether
Iowa,7,49,47,2,Jun 20,,,7,,,,,Zogby
Kansas,6,36,56,,Jun 30,,,,,,,6,Survey USA
Kentucky,8,39,52,,Jun 8,,,,,,,8,Survey USA
Louisiana,9,42,48,,May 26,,,,,,9,,Market Research
Maine,4,44,41,5,Jun 12,,,4,,,,,Strategic Marketing
Maryland,10,52,38,,Jun 9,10,,,,,,,Gonzales Res.
Massachusetts,12,54,30,5,May 6,12,,,,,,,Univ. of Mass.
Michigan,17,47,43,3,Jun 30,,,17,,,,,SurveyUSA&Mitchell
Minnesota,10,50,45,3,Jun 20,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,48,49,1,Jun 20,,,,,11,,,Zogby
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,Jun 23,,,5,,,,,Zogby
New Hampshire,4,46,43,2,Jun 20,,,4,,,,,Zogby
New Jersey,15,46,40,7,Jun 20,,15,,,,,,Quinnipiac Univ.
New Mexico,5,50,43,1,Jun 20,,5,,,,,,Zogby
New York,31,55,36,1,Jun 14,31,,,,,,,Quinnipiac Univ.
North Carolina,15,40,46,4,Jun 16,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,45,44,3,Jun 23,,,20,,,,,American Res.&Fox
Oklahoma,7,34,53,,May 19,,,,,,,7,Wilson Research
Oregon,7,51,44,1,Jun 20,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,Jun 23,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,Jun 29,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,39,57,1,Jun 20,,,,,,,11,Zogby
Texas,34,38,58,3,May 31,,,,,,,34,Rasmussen
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
Vermont,3,51,36,4,May 5,3,,,,,,,Research 2000
Virginia,13,45,47,3,May 31,,,,,13,,,Rasmussen
Washington,11,43,43,4,Jun 24,,,,11,,,,Moore Information
West Virginia,5,43,49,1,Jun 20,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,Jun 23,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,Jun 30,,,,,,,3,Dittman Research
Arizona,10,35,47,2,Jun 27,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,Jun 20,,,6,,,,,Zogby
California,55,52,38,,Jun 30,55,,,,,,,Rasmussen
Colorado,9,43,48,3,Jun 18,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,Jun 28,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,43,,Jun 30,,27,,,,,,Rasmussen
Georgia,15,32,49,3,Jun 2,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,Jun 14,,,,,,,4,Greg Smith
Illinois,21,52,39,1,Jun 9,21,,,,,,,Survey USA
Indiana,11,36,52,,Jun 24,,,,,,,11,Bellwether
Iowa,7,49,47,2,Jun 20,,,7,,,,,Zogby
Kansas,6,36,56,,Jun 30,,,,,,,6,Survey USA
Kentucky,8,39,52,,Jun 8,,,,,,,8,Survey USA
Louisiana,9,42,48,,May 26,,,,,,9,,Market Research
Maine,4,44,41,5,Jun 12,,,4,,,,,Strategic Marketing
Maryland,10,52,38,,Jun 9,10,,,,,,,Gonzales Res.
Massachusetts,12,60,31,2,Jun 30,12,,,,,,,Rasmussen
Michigan,17,47,43,3,Jun 30,,,17,,,,,SurveyUSA&Mitchell
Minnesota,10,50,45,3,Jun 20,,10,,,,,,Zogby
Mississippi,6,30,61,1,Apr 21,,,,,,,6,MS State Univ.
Missouri,11,48,49,1,Jun 20,,,,,11,,,Zogby
Montana,3,33,53,6,May 26,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,Jun 23,,,5,,,,,Zogby
New Hampshire,4,46,43,2,Jun 20,,,4,,,,,Zogby
New Jersey,15,51,41,3,Jun 30,15,,,,,,,Rasmussen
New Mexico,5,50,43,1,Jun 20,,5,,,,,,Zogby
New York,31,55,36,1,Jun 14,31,,,,,,,Quinnipiac Univ.
North Carolina,15,42,49,,Jun 30,,,,,,15,,Rasmussen
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,45,44,3,Jun 23,,,20,,,,,American Res.&Fox
Oklahoma,7,34,53,,May 19,,,,,,,7,Wilson Research
Oregon,7,51,44,1,Jun 20,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,Jun 23,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,Jun 14,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,Jun 29,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,May 21,,,,,,,3,Zogby
Tennessee,11,39,57,1,Jun 20,,,,,,,11,Zogby
Texas,34,37,55,4,Jun 30,,,,,,,34,Rasmussen
Utah,5,22,67,3,May 13,,,,,,,5,Dan Jones
